pws_id,mean_lot_size,median_lot_size
4910002,0.18480265198833762,0.1251595041322314
4910004,1.1698236069804684,0.12908342516069787
4910005,2.6339354805470974,0.1391248852157943
4910006,0.4485536347297589,0.11416923783287419
4910009,0.2620383536265391,0.12216808999081727
4910012,0.20141352382940295,0.12975417814508722
4910013,0.591071441507059,0.14079306703397612
4910014,0.1372770612873303,0.10684600550964186
4910017,0.4212533203461069,0.1200026629935721
4910018,1.0265686549229225,0.26385886134067954
4910020,0.45547999770944725,0.12562626262626264
4910023,0.44135731730450034,0.1440609733700643
4910024,0.2747119388004021,0.149755463728191
4910028,1.7429752380946577,0.1701818181818182
5010010,1.0144258828563981,0.12297658402203855
5010013,0.2249362111770716,0.13179595959595958
5010014,4.36525105162631,0.12020835629017448
5010017,0.1641510001956018,0.12000027548209367
5010018,0.20433698158740818,0.12192258953168042
5010019,0.7253624337338158,0.12773067033976127
5010023,0.25686909472529307,0.15114692378328742
5010028,0.18886254138726855,0.12632561983471075
5010029,0.5112628454881887,0.4196094582185491
5010031,0.3902007210148624,0.3320458218549127
5010033,0.15684887574662387,0.14426955922865015
5010034,0.19289062317388764,0.15667594123048667
5010035,0.1911118829573375,0.16749118457300277
510004,NA,NA
510005,NA,NA
510006,NA,NA
510016,NA,NA
510017,NA,NA
510019,NA,NA
5110002,0.2398221792011741,0.14031450872359963
5400935,0.599876492194674,0.17572543617998165
5410002,0.379854857372207,0.1462993572084481
5410003,0.2334188883366388,0.15036042240587696
5410010,0.2527781929263715,0.13610651974288338
5410016,0.2465197112560994,0.1455325987144169
5410041,0.17630723210062052,0.1710514233241506
5500363,5.640569119222528,4.917715794306703
5510001,0.8079507844813515,0.21851124885215795
5510002,1.5045422749070132,0.498236914600551
5510003,0.3617552218197827,0.13777777777777778
5510009,1.2445380539270936,0.38099862258953165
5510012,1.4679294753383019,0.38094582185491277
5510013,0.7727160224528729,0.24830808080808084
5510015,0.6826369503441058,0.39457300275482093
5510021,0.8081590026135482,0.2975941230486685
5510025,0.16810136210590756,0.151643709825528
5510028,0.8589225844301602,0.6963797061524334
5510033,1.3728823506612764,0.9362213039485767
5602140,0.8683542360669634,0.7707694214876033
5610007,0.08881542240134052,0.10052396694214875
5610009,0.06715577233040387,0.055656565656565654
5610010,0.12379100056027223,0.11932653810835629
5610011,0.17926502241314368,0.11953976124885216
5610014,0.5094756704327492,0.1730643709825528
5610016,0.2675287493827237,0.12770532598714418
5610017,0.1300973292460096,0.11402378328741966
5610018,0.21490363312650032,0.12477842056932965
5610019,0.13096364820726053,0.13159201101928375
5610020,0.22203930986040735,0.17942341597796144
5610023,0.20825542795885044,0.14812607897153351
5610024,0.43507521713687847,0.13767842056932966
5610040,0.21227058059785334,0.1598032598714417
5610043,0.10099211111201939,0.0986404499540863
5610059,0.12760532860768192,0.12502690541781453
5610063,0.4503002630241492,0.10681574839302113
5610080,0.05721358697531562,0.03936929905111723
5610081,2.0257246068863406,0.41785032139577594
5700712,24.841607897153352,19.957688246097334
5710001,0.18064152033155245,0.12443553719008264
5710003,0.14291261867051838,0.11314554637281912
5710006,0.7115644677360274,0.11894931129476582
5805001,0.3235617921944139,0.17381772268135906
5810001,1.281827847687661,0.11508264462809917
5810002,0.36201982025445634,0.20593204775022955
5810003,0.4737594584489404,0.17773645546372818
5810005,1.5631781720952846,0.3915977961432507
710001,3.170792887739355,0.11931019283746556
710002,0.5900254343229803,0.10230431588613406
710003,2.939001121638894,0.12333553719008264
710004,0.1636498853181279,0.11859540863177227
710006,1.080747285560536,0.12274416896235077
710007,0.8292128840797323,0.1209487603305785
710008,0.43909362799304397,0.10822764003673094
710009,0.14042081672456508,0.12546988062442607
810001,NA,NA
810003,NA,NA
910001,2.494748584138946,0.3882920110192838
910002,0.265670228378747,0.1547107438016529
910013,7.107413624235493,3.9637442607897153
910017,0.5039001771618852,0.3474132231404959
910018,1.3122154844597678,0.400119375573921
